2030,,,,,,,2040,,,,,
,México,Tipo (D: dato duro) /T: Tendecia),Fuente,Mundo,Tipo (D: dato duro) /T: Tendecia),Fuente,México ,Tipo (D: dato) /T: Tendecia),Fuente,Mundo,Tipo (D: dato) /T: Tendecia),Fuente 
39,"Las defunciones llegarán a 936,086 personas en 2030",D,http://www.conapo.gob.mx/work/models/CONAPO/Mapa_Ind_Dem18/index_2.html,"Tendencia hacia una mayor movilidad de los trabajadores altamente cualificados, lo que acelerará la interacción de culturas y la interdependencia",T,https://pemb.cat/public/docs/29_77_1.pdf,Esperanza de vida en México aumentará sólo dos años en 2040,T,https://www.jornada.com.mx/2018/10/17/sociedad/039n1soc,"Sin embargo, para 2045, se prevé que Estados Unidos en su conjunto se convierta en una minoría mayoritaria; sólo el 45 por ciento de los niños de 30 años serán blancos no hispanos en 2040",D,https://www.mpi.org/blog/article/forget-2020-the-event-trends-of-2040-will-usher-in-a-new-frontier
40,Esperanza de vida al nacimiento de hombres 73.79,D,http://www.conapo.gob.mx/work/models/CONAPO/Mapa_Ind_Dem18/index_2.html,Mayor movilidad de los trabajadores más cualificados podría provocar que las sociedades perdieran homogeneidad y cohesión,T,https://pemb.cat/public/docs/29_77_1.pdf,Para el 2040 en México habrá más ancianos que niños,T,https://www.excelsior.com.mx/2012/04/09/nacional/825019,Se espera que casi el 90 por ciento de la población estadounidense viva en zonas urbanas para 2040,T,https://www.mpi.org/blog/article/forget-2020-the-event-trends-of-2040-will-usher-in-a-new-frontier
41,Esperanza de vida al nacimiento de mujeres 79.61,D,http://www.conapo.gob.mx/work/models/CONAPO/Mapa_Ind_Dem18/index_2.html,La desigualdad seguirá aumentando durante los próximos años tanto en EE UU como en la UE ,T,https://pemb.cat/public/docs/29_77_1.pdf,se espera que en 2040 uno de cada cuatro mexicanos supere los 60 años de edad.,T,https://www.excelsior.com.mx/2012/04/09/nacional/825019,Sólo el 45% de los niños de 30 años serán blancos no hispanos en 2040. Y las minorías se convertirán en la mayoría en los EE.UU. en 2045,D,https://www.axios.com/being-30-in-2040-future-new-world-us-diversity-2d3ba6db-3345-4ec4-97a8-9282fe1cee67.html
42,"Cantidad de Hombres en México en el 2030: 67,496,667 ",D,http://www.conapo.gob.mx/work/models/CONAPO/Mapa_Ind_Dem18/index_2.html,"Se potenciarán conflictos sociales debido a la crisis del Estado del bienestar, la creciente deuda y el envejecimiento en la UE",T,https://pemb.cat/public/docs/29_77_1.pdf,en México crecerá el número de muertes 107% para el año 2040,D,https://www.unotv.com/noticias/portal/nacional/detalle/el-numero-de-muertes-por-cancer-crecera-107-en-mexico-048307/,"A través de la urbanización las universidades entran en la era del campus global, una universidad que se centra en la innovación y el emprendimiento y es el centro de un ecosistema regional y la valorización del conocimiento.",T,https://www.openinnovation.eu/23-01-2017/the-university-in-2040-6-trends-an-infographic/
43,"Cantidad de Mujeres 70,573,604",D,http://www.conapo.gob.mx/work/models/CONAPO/Mapa_Ind_Dem18/index_2.html,"la robotización conducirá a protocolos estandarizados, obligando a las empresas a reorganizar los recursos humanos para sistematizar al máximo todos los procesos, ",T,https://pemb.cat/public/docs/29_77_1.pdf, el número de casos de cáncer pasará de los 190 mil 667 al año actualmente a 359 mil 420 en sólo 21 años,D,https://www.unotv.com/noticias/portal/nacional/detalle/el-numero-de-muertes-por-cancer-crecera-107-en-mexico-048307/,"El desbarbado es la tendencia hacia una educación más personalizada y modular. Estas tendencias marcarán un cambio hacia una reserva de talento más global, SPOC educativos accesibles, bienes comunes intelectuales compartidos y bienes comunes globales.",T,https://www.openinnovation.eu/23-01-2017/the-university-in-2040-6-trends-an-infographic/
44,Tasa específica de fecundidad adolescente : 62.24,D,http://www.conapo.gob.mx/work/models/CONAPO/Mapa_Ind_Dem18/index_2.html,la robotización reducirá la vinculación identitaria de los trabajadores con estas profesiones,T,https://pemb.cat/public/docs/29_77_1.pdf,Los ataques cibernpeticos será un riesgo principal que estará enfrentando la sociedad,T,https://www.eleconomista.com.mx/sectorfinanciero/El-rumbo-de-la-industria-aseguradora-al-2040-20200229-0024.html,"En un futuro próximo, los gobiernos de todo el mundo reducirán las inversiones en educación terciaria y las universidades se privatizarán más. A nivel mundial existen enormes diferencias en las necesidades del mercado laboral de los empleados con un título de educación superior.",T,https://www.openinnovation.eu/23-01-2017/the-university-in-2040-6-trends-an-infographic/
45,Tasa de mortalidad infantil : 9.37,D,http://www.conapo.gob.mx/work/models/CONAPO/Mapa_Ind_Dem18/index_2.html,"EEUU contará con 50 millones de habitantes más que hoy, superando los 360 millones, y continuará como tercer país más poblado del planeta.",D,https://pemb.cat/public/docs/29_77_1.pdf,"Crece la huella de carbono tecnológica, aumentará 14% en 2040",T,http://cio.com.mx/crece-la-huella-de-carbono-tecnologica-aumentara-14-en-2040/,50% de los títulos universitarios de EE.UU. se otorgarán a los estudiantes que han pasado tres años o menos en un campus universitario,D,https://www.forbes.com/sites/sallyblount/2019/10/30/five-predictions-about-us-higher-education-in-2040/#63623d227689
46,Tasa de mortalidad infantil hombres 10.34,D,http://www.conapo.gob.mx/work/models/CONAPO/Mapa_Ind_Dem18/index_2.html,La UE crecerá ligeramente hasta superar los 520 millones,D,https://pemb.cat/public/docs/29_77_1.pdf,"En cuanto a la movilidad, para el año 2040 o 2050, los vehículos autónomos podrían llegar a usarse en la ciudad de forma masiva.",T,https://mvsnoticias.com/noticias/ciencia-y-tecnologia/autonomos-podrian-utilizarse-en-2040-en-mexico-cientifico-233/,Se cerrarán hasta 500 colegios y universidades privados que ofrecen títulos de 4 años,D,https://www.forbes.com/sites/sallyblount/2019/10/30/five-predictions-about-us-higher-education-in-2040/#63623d227689
47,Tasa de mortalidad infantil mujeres* : 8.35,D,http://www.conapo.gob.mx/work/models/CONAPO/Mapa_Ind_Dem18/index_2.html,Japón perderá 6 millones hasta quedarse en 120 millones,D,https://pemb.cat/public/docs/29_77_1.pdf,México experimentará una desaceleración del crecimiento poblacional.,T,https://amexhi.org/2040/VISION2040AMEXHI.pdf,The for-profit market for college education will continue to rebound and account for 20% or more of college credits (not degrees) provided each year,D,https://www.forbes.com/sites/sallyblount/2019/10/30/five-predictions-about-us-higher-education-in-2040/#63623d227689
48,"Inmigrantes internacionales : 143,923",D,http://www.conapo.gob.mx/work/models/CONAPO/Mapa_Ind_Dem18/index_2.html,"China alcanzará su cénit demográfico (cerca de 1.400 millones de habitantes) en torno a 2025, momento a partir del cual se estabilizará y comenzará a decrecer.",T,https://pemb.cat/public/docs/29_77_1.pdf,En 2040 aumentaría en 88.6% casos de cáncer en México,D,https://abcnoticias.com.mx/en-2040-aumentaria-en-88-6-casos-de-cancer-en-mexico/,El mercado de la educación universitaria con fines de lucro seguirá repuntándose y representará el 20% o más de los créditos universitarios (no de los títulos) concedidos cada año,T,https://www.forbes.com/sites/sallyblount/2019/10/30/five-predictions-about-us-higher-education-in-2040/#63623d227689
49,Tasa bruta de mortalidad : 6.78,D,http://www.conapo.gob.mx/work/models/CONAPO/Mapa_Ind_Dem18/index_2.html,"India, con más de 1.500 millones, será el país más poblado, y también el más joven entre los 10 mayores mercados.",D,https://pemb.cat/public/docs/29_77_1.pdf,Para el 2040 México requerirá 731 mil médicos y un millón de enfermeras,D,https://www.saludiario.com/para-el-2040-mexico-requerira-731-mil-medicos-y-un-millon-de-enfermeras/,"Cientos de antiguos campus universitarios serán comprados por empresas que operan con fines de lucro educación, instalaciones de vivienda para mayores, etc. - ya sea propietarios de capital privado, inversores chinos u otros patrocinadores con orientación financiera.",T,https://www.forbes.com/sites/sallyblount/2019/10/30/five-predictions-about-us-higher-education-in-2040/#63623d227689
50,Tasa bruta de natalidad : 14.38,D,http://www.conapo.gob.mx/work/models/CONAPO/Mapa_Ind_Dem18/index_2.html,El bloque emergente detendrá su crecimiento de población (excepto India y África subsahariana).,T,https://pemb.cat/public/docs/29_77_1.pdf,En el caso del personal de enfermería ocurre exactamente lo mismo. Se calcula que actualmente existen 476 mil profesionales en todo el país.,D,https://www.saludiario.com/para-el-2040-mexico-requerira-731-mil-medicos-y-un-millon-de-enfermeras/,"La demencia, que cuesta y representa más años de vida ajustados por discapacidad que cualquier otra enfermedad, se espera que se duplique en la prevalencia cada 20 años a 66 millones para 2030 y 115 millones para 2050",T,https://www.scp-centre.org/wp-content/uploads/2018/08/Future_Trend_Poster.pdf
51,El sistema nacional de pensiones entrará en fase de crisis en 2025,T,https://www.gob.mx/pensionissste/prensa/pensiones-inician-fase-de-crisis-en-2025-con-nuevo-presidente-de-mexico,El bloque emergende comenzará su proceso de consolidación,T,https://pemb.cat/public/docs/29_77_1.pdf,"Población de México en 2040 será de 149,759,030",D,https://www.populationpyramid.net/es/m%C3%A9xico/2040/,El ingreso básico universal curará el desempleo masivo,T,https://www.quantumrun.com/prediction/universal-basic-income-cures-mass-unemployment
52,Se pondrá fin al trabajo infantil en todas sus formas,T,https://www.gob.mx/agenda2030/articulos/8-trabajo-decente-y-crecimiento-economico,La edad media de los chinos llegará a superar a la de los estadounidenses.,T,https://pemb.cat/public/docs/29_77_1.pdf,90% La graduación en la escuela secundaria aumentó de 62% a 90%,D,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,"Estaremos experimentando la revolución de la automatización, donde reemplazaremos grandes porciones del mercado laboral con robots e inteligencia artificial",T,https://www.quantumrun.com/prediction/universal-basic-income-cures-mass-unemployment
53,El 40% de los adultos en México sufrirán de obesidad,D,https://www.forbes.com.mx/para-2030-40-de-los-adultos-en-mexico-sufriran-de-obesidad/,"A escala mundial, la población de 60 años será la que crecerá a mayor ritmo",T,https://pemb.cat/public/docs/29_77_1.pdf,se prevé que el número de personas de edad avanzada superará al número de menores sólo en la década de 2040,T,https://publications.iadb.org/publications/spanish/document/Am%C3%A9rica-Latina-y-el-Caribe-2030-Escenarios-futuros.pdf,"Para hacerle frente a la automatización, se creará un nuevo tipo de sistema de bienestar: el ingreso básico universal",T,https://www.quantumrun.com/prediction/universal-basic-income-cures-mass-unemployment
54,La tasa de mortalidad por diabetes llegará a 119.5,D,http://mexicosocial.org/panorama-de-la-diabetes-en-mexico/,"En la UE, la esperanza de vida una vez superados los 65 años seguirá aumentando un año cada ocho años",T,https://pemb.cat/public/docs/29_77_1.pdf,Requerirá México 4.6 millones de maestros y médicos,T,https://factorcapitalhumano.com/mundo-del-trabajo/requerira-mexico-4-6-millones-de-maestros-y-medicos/2019/01/,"Con el Ingreso Básico Universal un nivel de vida mínimo será asegurado, aunque éste variará de un país a otro",T,https://www.quantumrun.com/prediction/universal-basic-income-cures-mass-unemployment
55,"Habrá más defunciones que nacimientos, aunque la tasa de natalidad seguirá aumentando la población",T,https://books.google.com.mx/books?id=NjCGbmrf7MUC&printsec=frontcover&dq=the+2030+spike&hl=es&sa=X&ved=0ahUKEwjyjaLHrOjoAhVkhq0KHfs2BP4Q6AEIKDAA#v=onepage&q=mexico&f=false,El porcentaje de la población mayor de 60 años aumentará en torno al 1% anual.,D,https://pemb.cat/public/docs/29_77_1.pdf,"Se estima que en la próxima década las aulas estarán equipadas con pantallas digitales en la mesas, pantallas digitales interactivas, excursiones digitalmente intermediadas, materiales que reaccionen a la interacción, etc.",T,https://www.goodrebels.com/es/como-sera-la-educacion-en-2040/,"El Ingreso Básico Universal provocará que los empleados tengan mucha más posibilidad de negociar con sus empleadores, ya que les permitirá rechazar trabajos más fácilmente",T,https://www.quantumrun.com/prediction/universal-basic-income-cures-mass-unemployment
56,Se va a potenciar el uso de herramientas digitales en la educación para incrementar el acceso al conocimiento y al aprendizaje industrial,T,https://www.milenio.com/opinion/dieter-holtz/columna-dieter-holtz/vision-mexico-2030-cuarta-revolucion-industrial,"Las nuevas generaciones europeas no serán capaces de reemplazar a la generación del baby boom, lo que pondrá en duda la sostenibilidad financiera de los sistemas de pensiones de reparto",T,https://pemb.cat/public/docs/29_77_1.pdf,"Las aulas, como modelos de enseñanza físicas, tenderán a ser reemplazados por estudios y modos de enseñanza virtuales.",T,https://www.goodrebels.com/es/como-sera-la-educacion-en-2040/,"Aumentará la competencia por el talento entre empresas, obligándolas a ofrecer a los trabajadores mayores beneficios, salarios iniciales y entornos de trabajo más seguros",T,https://www.quantumrun.com/prediction/universal-basic-income-cures-mass-unemployment
57,Se fomentará la cultura emprendedora y se ampliará el financiamiento a la educación superir para contribuir al desarrollo del talento de los jóvenes mexicanos,T,https://www.milenio.com/opinion/dieter-holtz/columna-dieter-holtz/vision-mexico-2030-cuarta-revolucion-industrial,"La UE necesitará inmigrantes de terceros países, si quiere rejuvenecer su demografía",T,https://pemb.cat/public/docs/29_77_1.pdf,La enseñanza se convertirá en proyecto basado en el rendimiento y en una cartera de valores en lugar de las evaluaciones y calificaciones tradicionales.,T,https://www.goodrebels.com/es/como-sera-la-educacion-en-2040/,El aumento en la competencia por el talento en las empresas disminuirá la necesidad de tener sindicatos,T,https://www.quantumrun.com/prediction/universal-basic-income-cures-mass-unemployment
58,Se proyecta que los jóvenes dejarán de ser el grupo demográfico dominante,T,https://repositorio.cepal.org/bitstream/handle/11362/37541/Futuro_Envejecimiento_Mexico_es.pdf?sequence=1&isAllowed=y,El 63% del incremento de población urbana provendrá de 10 países emergentes y de EE UU. ,D,https://pemb.cat/public/docs/29_77_1.pdf,"la educación reglada se convertirá en un esfuerzo continuo e interconectado, permitiendo a los estudiantes hacer frente a un mundo en perpetuo cambio.",T,https://www.goodrebels.com/es/como-sera-la-educacion-en-2040/,"Las regulaciones laborales se aligerarán o serán anuladas en masa, liberando el mercado laboral.",T,https://www.quantumrun.com/prediction/universal-basic-income-cures-mass-unemployment
59,Los grupos de personas en edad de trabajar alcanzarán su mayor tamaño en 2031 en el caso de las de 20 a 39 años,T,https://repositorio.cepal.org/bitstream/handle/11362/37541/Futuro_Envejecimiento_Mexico_es.pdf?sequence=1&isAllowed=y,La urbanización en India crecerá más,T,https://pemb.cat/public/docs/29_77_1.pdf,Latam necesitará 23 millones de profesionales en educación y salud para el 2040,T,https://www.forbes.com.mx/america-latina-necesitara-23-millones-de-profesionales-en-educacion-y-salud-para-el-2040/,La creación de un Ingreso Básico Universal conducirá a la creación de más negocios en general,T,https://www.quantumrun.com/prediction/universal-basic-income-cures-mass-unemployment
60,"En 2030, México ocupará 7º lugar mundial en diabetes",D,https://www.clikisalud.net/2030-mexico-ocupara-7o-lugar-mundial-diabetes/,La urbanización en África (especialmente Nigeria) crecerá más,T,https://pemb.cat/public/docs/29_77_1.pdf,"Familia: “La mujer será el eje de la familia""",T,https://www.lavanguardia.com/gente/20091226/53853008081/como-seremos-dentro-de-20-anos.html,Los científicos desarrollan una cura para el VIH a través de la edición del genoma para cortar el genoma del VIH del ADN,T,https://www.quantumrun.com/future-timeline/2035
61,Las urbes van a concentrar 15% del PIB global para 2030; la Ciudad de México tendrá más de 24 millones de habitantes,T,https://www.razon.com.mx/negocios/cdmx-de-las-mas-pobladas-del-mundo-para-2030/,"300 millones de chinos más vivirán en urbes (es decir, más de 1.000 millones)",D,https://pemb.cat/public/docs/29_77_1.pdf,"los cónyuges vivirán juntos, pero ninguno estará dispuesto a renunciar a su autonomía",T,https://www.lavanguardia.com/gente/20091226/53853008081/como-seremos-dentro-de-20-anos.html,"La sordera, en cualquier etapa, podrá curarse",T,https://www.quantumrun.com/future-timeline/2037
